GID,Names,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,rank,female,male,Age_adjusted_LCM,wind,NO2,Temp,SO2,PM25,ozone,co,rank
27067,"Kandiyohi County, MN",0,68.91,0,0,378.69,0.145,20,25,21,8,1,1,2,35.7,95.21562619,13.83485423,37.45825153,1.529783765,23.50809415,33.95845244,0.252131522,2
39113,"Montgomery County, OH",58,60.59,6.34,136.79,279.7,0.211,7,23,24,42,2,2,2,43.2,95.21948814,18.03367329,53.50438499,1.73963818,36.15839767,41.70116615,0.236782007,3
51019,"Bedford County, VA",37.38,69.46,0,119.75,170.87,0.164,13,22,14,20,1,1,2,30.9,95.21982269,14.11283064,59.24020996,1.506201649,29.02918854,41.20992889,0.224857333,1
17031,"Cook County, IL",36.27,39.39,2.2,90.66,267.05,0.155,5,46,18,14,1,1,1,32,95.26167552,17.69811583,49.66391246,2.35057536,34.98759791,38.07112389,0.253833511,2
24009,"Calvert County, MD",68.56,41.44,0,87.89,504,0.138,17,1,9,10,1,3,1,46.6,95.26525116,16.27497578,57.52190908,0.79428945,28.06282679,40.61608887,0.25715372,4
17121,"Marion County, IL",84.2,109.88,0,243.08,303.95,0.155,5,46,18,14,3,3,3,64.8,95.27553431,15.7474966,53.79243279,5.613530874,33.72495397,38.82268524,0.249275188,5
36107,"Tioga County, NY",0,96.08,0,125.91,287.55,0.141,3,26,5,10,2,1,3,39.7,95.28826141,14.66555945,39.78906631,0.484938016,26.71272914,34.12571843,0.251116777,3
40101,"Muskogee County, OK",65.95,108.69,0,265.53,307.38,0.201,30,48,49,44,3,2,3,64.4,95.28936958,12.5142204,60.00185394,3.899662197,33.00620079,36.68668671,0.258441192,5
39017,"Butler County, OH",50.17,44.73,0,118.41,315.42,0.211,7,23,24,42,1,2,1,39.9,95.29577382,18.06240495,54.22561264,4.588101665,36.72507413,41.57422384,0.241410685,3
17117,"Macoupin County, IL",43.98,85.62,0,114.88,304.41,0.155,5,46,18,14,2,1,3,43.1,95.2973175,13.48721814,52.97763443,2.75763011,34.40298748,39.99517886,0.244393103,3
18133,"Putnam County, IN",55.9,121.91,0,164.36,432.43,0.218,19,41,39,41,3,2,3,65.2,95.33657837,16.91211796,53.11893082,3.199864745,34.25829315,35.21880976,0.259808371,5
42033,"Clearfield County, PA",40.04,69.39,0,108.59,243.61,0.187,6,10,6,25,1,1,2,35.4,95.33829583,11.42921872,50.81205453,2.844506926,33.60786396,34.82604175,0.207863195,2
26041,"Delta County, MI",61.08,78.77,0,118.54,292.24,0.193,14,11,15,36,2,2,2,38.6,95.34085973,14.67203628,36.06214163,2.557671693,29.30237442,35.55176384,0.260767239,3
53027,"Grays Harbor County, WA",79.04,70.37,0,146.05,377.54,0.135,11,17,11,9,2,3,2,44.6,95.35574849,19.35944839,51.28753317,3.975390184,26.06835783,29.783566,0.234458128,4
51001,"Accomack County, VA",60.28,82.66,0,164.12,0,0.164,13,22,14,20,2,2,2,36.8,95.37081528,16.13193342,58.76712418,0.663872331,28.21925106,39.02204666,0.27144106,2
12111,"St. Lucie County, FL",46.38,65.57,0,103.79,222.8,0.161,4,24,48,13,1,1,2,31.3,95.39405632,11.89048338,74.10660172,1.605541795,28.38878965,34.11146641,0.261700414,1
17043,"DuPage County, IL",36.02,33.06,0,66.65,270.65,0.155,5,46,18,14,1,1,1,27.6,95.4146328,17.36900282,49.52138329,1.94368577,36.37222576,39.44652176,0.251555815,1
17001,"Adams County, IL",57.22,65.15,0,135.52,276.84,0.155,5,46,18,14,2,2,2,37.2,95.41537803,14.79954481,52.26479558,2.222030299,32.51987893,39.9734666,0.240555363,2
18177,"Wayne County, IN",52.92,50.2,0,52.93,369.26,0.218,19,41,39,41,1,2,2,36.1,95.46553802,18.02056503,53.03189468,1.983987927,34.37023799,37.31619358,0.254357316,2
51061,"Fauquier County, VA",49.99,34.08,0,72.54,266.01,0.164,13,22,14,20,1,2,1,33.6,95.46756287,14.73763561,55.85421143,1.580967212,29.60986061,39.14489937,0.238958877,2
46093,"Meade County, SD",88.3,0,0,150.35,589.62,0.193,46,31,31,35,2,3,1,59,95.49956119,11.60483579,45.15727861,2.881084757,20.81462983,36.32248146,0.261811041,5
17029,"Coles County, IL",57.62,56.94,0,95.34,457.32,0.155,5,46,18,14,2,2,2,43,95.52484512,15.89464045,52.88439178,2.679138303,34.87111855,37.84347916,0.249287076,3
42025,"Carbon County, PA",40.34,62.59,0,102.51,241.75,0.187,6,10,6,25,1,1,2,30.4,95.54697673,18.64126523,52.81075923,0.842240095,31.22312101,34.9194514,0.264100661,1
20155,"Reno County, KS",0,0,45.39,57.78,85.32,0.174,33,47,25,37,1,1,1,34.1,95.57422924,16.43999779,57.30946922,2.595041364,29.96997356,36.31976795,0.256245445,2
42013,"Blair County, PA",45.05,88.81,0,143.2,251.56,0.187,6,10,6,25,2,1,3,42.7,95.57777252,12.04367137,52.7895813,3.137892103,35.65141678,35.40462952,0.21316413,3
31153,"Sarpy County, NE",31.07,34.09,0,80.08,279.14,0.154,35,28,20,18,1,1,1,34.5,95.59104156,14.8764782,51.79631424,2.100738049,29.65104485,34.41266251,0.230194211,2
17075,"Iroquois County, IL",116.24,0,0,203.36,0,0.155,5,46,18,14,3,3,1,56.1,95.61169052,16.76419608,51.47624334,2.496770064,35.04750697,37.14565828,0.253570423,5
55025,"Dane County, WI",30.17,25.04,0,66.58,230.76,0.16,21,9,16,21,1,1,1,25.5,95.63471549,15.19278165,48.94978496,1.098749974,32.7513752,36.96485901,0.266016466,1
20103,"Leavenworth County, KS",0,0,44.53,50.48,71.14,0.174,33,47,25,37,1,1,1,41.3,95.65542857,15.54933739,54.9042867,2.210504134,31.44490941,35.42105103,0.245196069,3
31055,"Douglas County, NE",32.12,36.9,0,94.86,277.38,0.154,35,28,20,18,1,1,1,32.5,95.65981547,14.40364885,50.75669479,2.070007006,29.29336166,34.37071482,0.238161534,2
42069,"Lackawanna County, PA",48.24,74.59,0,133.6,262.18,0.187,6,10,6,25,2,1,2,39.3,95.6729393,17.89035463,48.82707024,0.6688409,27.68422365,33.85261917,0.260953195,3
35061,"Valencia County, NM",26.14,44.23,0,57.76,293.58,0.175,37,32,43,31,1,1,1,26.6,95.68670327,18.91729906,58.93337086,3.237520797,23.26670238,45.77140209,0.248963712,1
29021,"Buchanan County, MO",50.95,49.79,0,134.87,238.02,0.208,22,38,33,40,1,2,2,38.3,95.69001617,15.48108435,54.04270401,2.240293455,31.39123955,35.88881912,0.240516829,3
29165,"Platte County, MO",26.49,40.73,0,78.17,229.21,0.208,22,38,33,40,1,1,1,28.8,95.69627762,15.79630547,54.46509933,2.210024118,31.11714554,36.08198039,0.246712158,1
55033,"Dunn County, WI",0,65.93,0,111.13,0,0.16,21,9,16,21,1,1,2,35.5,95.71835666,14.24060408,33.6698655,1.470573982,30.27557903,34.33922195,0.253272045,2
55063,"La Crosse County, WI",36.38,31.28,0,60.68,248.08,0.16,21,9,16,21,1,1,1,27.3,95.727034,14.20965042,40.3788475,1.628522182,30.66817207,35.38925552,0.258780497,1
51139,"Page County, VA",107.65,143.75,0,287.23,481.4,0.164,13,22,14,20,3,3,3,72.7,95.77562714,14.44486141,56.66802216,1.723462582,29.05678177,38.64025116,0.238528177,5
17063,"Grundy County, IL",81.92,55.08,0,145.99,563.29,0.155,5,46,18,14,2,3,2,61.6,95.7781868,16.4536047,50.7545557,2.257811725,35.75639248,38.97851276,0.250777788,5
17119,"Madison County, IL",59.28,68.74,0,127.73,400.9,0.155,5,46,18,14,2,2,2,46.6,95.78287252,14.35331726,53.65181224,3.538339059,34.63427734,40.31218338,0.24888989,4
47111,"Macon County, TN",0,166.28,0,267.95,643.92,0.226,16,15,35,43,3,1,3,84.6,95.78660965,16.8185997,57.77101707,3.278352261,29.75535774,40.02952957,0.265020818,5
51107,"Loudoun County, VA",16.8,16.08,0,42.62,214.97,0.164,13,22,14,20,1,1,1,20.8,95.8046627,15.14526677,55.31257629,1.617702186,29.7284565,40.54282074,0.23464824,1
51067,"Franklin County, VA",49.16,50.79,0,104.25,0,0.164,13,22,14,20,1,2,2,27.9,95.8047226,14.0481657,59.39603806,1.475214052,29.48347359,41.77417221,0.223465392,1
17027,"Clinton County, IL",0,61.7,0,140.27,0,0.155,5,46,18,14,1,1,2,39.1,95.80479177,15.33518887,54.46073151,5.75864617,33.45357005,39.79977926,0.251677026,3
31109,"Lancaster County, NE",27.69,33.08,0,80.46,221.43,0.154,35,28,20,18,1,1,1,28.3,95.81832377,14.86022123,52.3987448,2.232220994,28.51457829,34.59415181,0.249174374,1
36099,"Seneca County, NY",74.26,56,0,164.65,0,0.141,3,26,5,10,2,3,2,41.7,95.82642365,14.14127064,37.97122574,1.289131761,25.64954281,34.80195808,0.211096525,3
17093,"Kendall County, IL",23.05,31.29,0,64.53,388.2,0.155,5,46,18,14,1,1,1,34.6,95.82964706,16.6421051,50.46150017,2.033373833,35.86141968,39.42128181,0.251007184,2
42065,"Jefferson County, PA",0,83.29,0,144.63,0,0.187,6,10,6,25,2,1,2,39.8,95.83447138,11.67758195,50.8094101,3.32869796,32.92163912,35.39664141,0.207857234,3
26103,"Marquette County, MI",36.22,59.58,0,82.72,323.32,0.193,14,11,15,36,1,1,2,33.5,95.84353209,14.45397908,31.65509462,2.091782659,30.35600954,35.31696987,0.257901214,2
36051,"Livingston County, NY",89.45,44.29,0,147.81,354.54,0.141,3,26,5,10,2,3,1,45.5,95.8696167,12.95403194,48.5403511,1.212136889,25.96506004,34.74874115,0.211033213,4
27145,"Stearns County, MN",26.27,43.14,0,77,229.04,0.145,20,25,21,8,1,1,1,29.1,95.88974068,13.94014159,35.75867427,1.409048698,22.93411619,33.95636749,0.252255985,1
35001,"Bernalillo County, NM",24.3,28.5,0,48.4,204.5,0.175,37,32,43,31,1,1,1,20.9,95.90415859,18.94022417,58.37294579,3.232742608,22.64902115,45.82738352,0.248466659,1
18149,"Starke County, IN",112.86,113.28,0,221.98,0,0.218,19,41,39,41,3,3,3,73.8,95.92978058,16.95279312,50.54773712,3.875088215,33.78628693,35.27930832,0.254509634,5
18063,"Hendricks County, IN",36.39,56.39,0,73.2,375.35,0.218,19,41,39,41,1,1,2,41.8,95.93401909,17.58094692,52.94127274,2.730859458,34.76843071,34.6018219,0.260029331,3
51015,"Augusta County, VA",37.63,70.39,0,95.4,280.11,0.164,13,22,14,20,1,1,2,32.6,95.93425179,14.12183547,57.9250946,1.701157346,28.29862857,39.27150896,0.233183374,2
42041,"Cumberland County, PA",35.18,49.42,0,85.82,240.32,0.187,6,10,6,25,1,1,2,29.4,95.94115194,13.19509935,53.40972773,1.674681147,35.36957741,36.65911293,0.247787613,1
27025,"Chisago County, MN",80.17,48.05,0,158.9,361.61,0.145,20,25,21,8,2,3,2,48.9,95.95195465,14.77754383,33.62760773,1.252818537,28.22821236,33.84562836,0.250164169,4
20209,"Wyandotte County, KS",0,0,67.41,53.43,128.24,0.174,33,47,25,37,2,1,1,58.5,95.95347595,16.07207298,54.75567627,2.198598504,31.1921711,35.6411972,0.248217523,5
12051,"Hendry County, FL",0,71.89,0,188.85,0,0.161,4,24,48,13,2,1,2,51,95.97805895,12.28372506,74.83599854,1.423597063,29.15206282,33.79347719,0.257526508,4
17157,"Randolph County, IL",91.14,0,0,189.87,0,0.155,5,46,18,14,2,3,1,44.8,95.98215993,15.51397864,55.17082214,10.84042613,30.37517675,40.38195165,0.249909744,4
26143,"Roscommon County, MI",83.45,108.01,0,116.29,344.29,0.193,14,11,15,36,3,3,3,42.7,95.99662145,15.49926964,43.08942095,2.894098918,27.94875304,35.69509951,0.247809062,3
36009,"Cattaraugus County, NY",60.11,76.61,0,137.01,324.46,0.141,3,26,5,10,2,2,2,46.7,96.01007843,12.63418694,48.11489953,1.860394173,27.19638973,35.76471949,0.20530729,4
19155,"Pottawattamie County, IA",42.32,65.3,0,82.03,314.38,0.171,31,37,7,22,1,1,2,38.8,96.01318073,14.36690521,50.6051445,1.864391014,29.9303031,34.47996187,0.236668797,3
17113,"McLean County, IL",39.64,40.86,0,115.49,258.02,0.155,5,46,18,14,1,1,1,37.8,96.02241655,15.81509944,52.04171684,2.990916946,35.23842205,40.02684749,0.250759373,2
42021,"Cambria County, PA",51.48,51.44,0,103.37,203.3,0.187,6,10,6,25,1,2,2,29.1,96.03050613,12.1644694,52.8046875,3.586586148,34.74228191,34.99520166,0.208442256,1
39109,"Miami County, OH",71.85,56.92,0,134.87,363.59,0.211,7,23,24,42,2,3,2,44.4,96.06303151,17.88204638,52.95155334,0.94247063,35.58762741,40.26410065,0.239738238,4
24003,"Anne Arundel County, MD",43.38,42.24,0,96.07,324.51,0.138,17,1,9,10,1,1,1,36.3,96.06459808,16.86752167,56.98040009,1.280578339,28.96865273,45.03666019,0.25345628,2
42123,"Warren County, PA",61.31,91.76,0,154.89,268.75,0.187,6,10,6,25,2,2,3,42,96.08825779,12.33032823,48.37001657,3.033019871,29.14086699,36.22194624,0.204290558,3
17179,"Tazewell County, IL",59.74,70.94,0,142.24,330.62,0.155,5,46,18,14,2,2,2,44.9,96.09681129,15.1529088,51.74325466,3.021378458,34.74458694,40.03837395,0.248210654,4
17105,"Livingston County, IL",0,95.01,0,134.26,314.76,0.155,5,46,18,14,2,1,3,50.2,96.11939468,16.3207531,51.40730209,2.466863298,35.33230247,39.23015404,0.250229137,4
29189,"St. Louis County, MO",49.03,52.75,2.83,94.6,317.95,0.208,22,38,33,40,1,2,2,35.7,96.121521,14.75974369,54.0118351,3.719309092,32.61712933,40.3387804,0.247919429,2
51770,"Roanoke city, VA",75.23,76.11,0,195.35,359.34,0.164,13,22,14,20,2,3,2,58,96.12506866,13.84567738,59.3929863,1.026863694,28.41847801,0,0,5
37171,"Surry County, NC",62.45,114.43,0,190.66,388.68,0.172,10,21,22,30,3,2,3,55.1,96.13870087,13.01082293,59.90535278,2.039179969,31.43199959,42.90574519,0.244680986,5
26165,"Wexford County, MI",83.55,65.19,0,191.42,0,0.193,14,11,15,36,2,3,2,51.6,96.15677389,15.17595593,44.21995099,2.385419289,27.00182215,35.38235092,0.236517889,4
55045,"Green County, WI",53.79,59.88,0,100.86,336.02,0.16,21,9,16,21,2,2,2,39,96.16189067,15.4258407,49.1085612,1.377219001,34.26695442,37.5389417,0.26394623,3
18059,"Hancock County, IN",47.9,38.95,0,54.96,349.72,0.218,19,41,39,41,1,1,1,35.4,96.16833687,17.99429703,53.04640961,1.713063419,34.85457039,35.69241587,0.266525527,2
36023,"Cortland County, NY",0,55.82,0,0,350.26,0.141,3,26,5,10,1,1,2,37.3,96.18095779,15.32309389,33.77412033,0.831756443,26.06696892,34.50503349,0.248638473,2
24019,"Dorchester County, MD",65.57,0,0,133.44,0,0.138,17,1,9,10,2,2,1,41,96.18365152,16.37829526,58.04242379,0.606614087,27.32620566,40.08995656,0.268097056,3
36011,"Cayuga County, NY",61.68,45.82,0,115.46,220.23,0.141,3,26,5,10,1,2,1,34.3,96.18870735,14.54380107,34.75285435,1.281769812,25.52804041,34.87782574,0.222412288,2
55095,"Polk County, WI",59.85,49.86,0,146.45,0,0.16,21,9,16,21,1,2,2,30.4,96.18967819,14.2315309,34.3167448,1.350761741,28.71792364,33.99741983,0.250047224,1
46029,"Codington County, SD",78.86,71.12,0,0,507.83,0.193,46,31,31,35,2,3,2,49.6,96.19865417,11.89023864,41.49564743,1.458392486,24.56490088,33.68551302,0.235069206,4
42031,"Clarion County, PA",61.28,79.55,0,131.85,321.45,0.187,6,10,6,25,2,2,2,47.9,96.20726471,12.14168568,50.90613632,3.382468176,32.66003685,35.69873047,0.207199058,4
42009,"Bedford County, PA",41.53,71.41,0,88.11,268.46,0.187,6,10,6,25,2,1,2,33.5,96.2096386,13.09816408,54.02629614,3.378150791,33.05248284,36.60088444,0.22143648,2
39165,"Warren County, OH",32.68,43.1,0,99.55,238.73,0.211,7,23,24,42,1,1,1,31.3,96.23724556,17.63317823,54.5780611,3.139470816,36.17847633,43.99140358,0.237350922,1
18097,"Marion County, IN",38.63,50.75,0,92.96,294.81,0.218,19,41,39,41,1,1,2,42.9,96.23852158,17.92831755,52.99047661,1.631404787,35.90425587,34.71753502,0.270459697,3
55043,"Grant County, WI",56.62,59.9,0,170.84,0,0.16,21,9,16,21,2,2,2,40.8,96.23877801,14.9368018,47.86690479,1.76934127,32.55929438,36.2593956,0.260370401,3
47041,"DeKalb County, TN",0,146.94,0,279.85,0,0.226,16,15,35,43,3,1,3,75.9,96.24851227,16.73605061,58.68695259,3.241863132,29.24902916,39.75491905,0.267729953,5
13255,"Spalding County, GA",60.59,59.3,0,127.15,302.72,0.175,8,39,42,29,2,2,2,45.6,96.25331116,17.17692184,64.80947113,1.324299693,36.1757431,41.54920769,0.270405695,4
18065,"Henry County, IN",47.95,95.87,0,134.06,252.4,0.218,19,41,39,41,2,1,3,48.9,96.26924133,18.03116703,52.91901779,1.796421528,33.67767525,36.05105972,0.257918969,4
17089,"Kane County, IL",32.56,40.35,0,93.29,260.68,0.155,5,46,18,14,1,1,1,32,96.29890951,16.69073105,50.05858103,1.767354488,35.12214406,40.06668091,0.25697802,2
39061,"Hamilton County, OH",49.48,47.33,4.99,101.21,339.58,0.211,7,23,24,42,1,2,2,40.8,96.31566111,17.84122086,54.9157486,4.039470275,36.73724874,42.39569473,0.243923758,3
26081,"Kent County, MI",32.44,45.05,2.9,89.82,310.86,0.193,14,11,15,36,1,1,1,35.5,96.32325151,15.61709552,45.91330338,1.476827595,29.63460286,35.99850676,0.245487713,2
51187,"Warren County, VA",0,79.93,0,96.78,464.04,0.164,13,22,14,20,2,1,2,51.2,96.32591248,14.28506851,55.81034724,2.10392642,29.67505074,38.65865453,0.235810762,4
17097,"Lake County, IL",32.45,32.73,0,70.59,265.77,0.155,5,46,18,14,1,1,1,27.8,96.32672664,16.89138063,49.52093288,1.817102654,33.25337165,40.00381343,0.255133475,1
17099,"LaSalle County, IL",63.17,78.4,0,167.92,266.5,0.155,5,46,18,14,2,2,2,47.9,96.34279293,16.07136525,50.5169771,2.15398407,35.46817822,39.48796039,0.257454097,4
18157,"Tippecanoe County, IN",26.13,42.98,0,77,289.47,0.218,19,41,39,41,1,1,1,38.5,96.3430481,17.19119263,51.98190212,2.381902933,34.52964687,35.54916859,0.255123846,3
37193,"Wilkes County, NC",34.48,80.33,0,100.66,262.1,0.172,10,21,22,30,2,1,2,35.7,96.35373688,13.61819172,60.15851212,2.222779489,31.37417183,42.70392532,0.253765208,2
42063,"Indiana County, PA",45.23,42.79,0,102.78,206.41,0.187,6,10,6,25,1,1,1,28.4,96.3611517,12.09916484,52.42021513,3.980790764,33.69377375,35.66682222,0.209747255,1
55021,"Columbia County, WI",56.88,51.02,0,152.1,0,0.16,21,9,16,21,1,2,2,35.7,96.3751208,14.7671784,47.99745305,1.367883583,31.35210196,36.45965271,0.264610273,2
39023,"Clark County, OH",62.25,76.91,0,133.24,400.86,0.211,7,23,24,42,2,2,2,46.2,96.3760732,17.58021482,53.56442134,0.98592935,36.39804713,41.63504155,0.243621379,4
17057,"Fulton County, IL",103.29,89.48,0,237.26,307.03,0.155,5,46,18,14,3,3,3,60,96.37814808,14.75583291,51.47710562,2.593516767,34.32661057,39.85792398,0.247265916,5
47177,"Warren County, TN",57.78,92.65,0,172.73,418.28,0.226,16,15,35,43,2,2,3,54.1,96.39283752,17.0566659,59.2144413,3.205750227,29.95878124,40.50476329,0.267648021,5
17183,"Vermilion County, IL",76.24,111.34,0,184.77,436.35,0.155,5,46,18,14,3,3,3,65.5,96.39584637,16.59759164,52.25069809,1.89998208,34.70930529,36.79809634,0.258555114,5
39037,"Darke County, OH",66.17,78.67,0,139.51,388.27,0.211,7,23,24,42,2,2,2,46.4,96.41479492,18.06015539,52.52086449,1.246270329,34.6549015,38.19225375,0.249422687,4
51165,"Rockingham County, VA",33.57,49.7,0,84.28,193.88,0.164,13,22,14,20,1,1,2,28.9,96.42276128,14.45207119,57.19798533,1.917643984,28.8900493,38.56791763,0.233752972,1
40047,"Garfield County, OK",65.72,68.58,0,191.29,346.85,0.201,30,48,49,44,2,2,2,50.9,96.43245888,13.85728828,58.920976,2.944431682,32.67982705,38.06761424,0.270025571,4
39057,"Greene County, OH",50.14,52.9,0,103.92,316.94,0.211,7,23,24,42,1,2,2,39.2,96.4514033,17.60135841,54.02918879,1.575809121,35.99704742,41.62589455,0.237122726,3
55117,"Sheboygan County, WI",45.48,39.54,0,71.13,268.94,0.16,21,9,16,21,1,1,1,30.9,96.47116597,14.05638043,50.80112171,1.404152056,29.41859277,36.90504456,0.267394265,1
17143,"Peoria County, IL",46.61,83.98,0,137.85,385.61,0.155,5,46,18,14,2,1,2,49.4,96.47360229,15.07707858,51.04604053,2.679421902,34.26377296,39.84146023,0.248234972,4
17163,"St. Clair County, IL",47.55,47.16,0,88.17,338.75,0.155,5,46,18,14,1,1,2,38,96.48777618,15.08252716,54.53131561,6.012644577,32.47408104,40.38636093,0.251653069,3
42127,"Wayne County, PA",45.68,76.98,0,125.09,0,0.187,6,10,6,25,2,1,2,35.6,96.50031586,18.22644329,48.27039795,0.600460637,27.57439919,34.12766429,0.265050828,2
55005,"Barron County, WI",61.87,97.27,0,117.18,473.61,0.16,21,9,16,21,3,2,3,45.9,96.50322851,13.9904089,33.66198476,1.425019622,29.09529018,34.21154658,0.249930645,4
55001,"Adams County, WI",137.42,0,0,132.08,442.12,0.16,21,9,16,21,3,3,1,45.9,96.50501506,14.44228935,45.2309761,1.645698269,30.83248456,35.82006727,0.267589714,4
51171,"Shenandoah County, VA",67.52,84.11,0,144.78,350.22,0.164,13,22,14,20,2,3,3,44.7,96.53333588,14.28710413,56.46758881,2.211266017,29.37719307,38.4300415,0.234979728,4
42121,"Venango County, PA",54.71,67.79,0,90.36,304.51,0.187,6,10,6,25,2,2,2,38.2,96.54152025,12.5399159,50.1566609,3.264890262,31.45737512,36.19987052,0.201583916,3
26061,"Houghton County, MI",79.3,67.39,0,165.9,366.03,0.193,14,11,15,36,2,3,2,57.6,96.55316925,14.32223887,29.45211298,1.704549656,28.38330931,34.69204736,0.262627389,5
26139,"Ottawa County, MI",34.56,39.52,0,79.93,280.42,0.193,14,11,15,36,1,1,1,31,96.56083625,15.19719437,48.29358101,1.571573445,30.32617351,38.4190712,0.243056985,1
36069,"Ontario County, NY",53.46,50.31,0,99.9,246.23,0.141,3,26,5,10,1,2,2,33.3,96.56125641,13.11480999,44.33129272,1.538701606,25.6860817,34.71412354,0.20723148,2
26109,"Menominee County, MI",0,103.92,0,179.38,0,0.193,14,11,15,36,3,1,3,43.8,96.57499949,14.35757279,39.57714303,1.86416624,29.39910889,35.58316451,0.266953202,3
39021,"Champaign County, OH",71.88,0,0,102.3,394.74,0.211,7,23,24,42,2,3,1,42.1,96.5902977,17.68603039,53.08732033,0.741956085,35.6810379,41.48986816,0.244027451,3
35049,"Santa Fe County, NM",0,44,0,46.57,121.45,0.175,37,32,43,31,1,1,1,15.5,96.61820078,18.14246368,57.49285126,3.371047676,18.9286952,45.65225042,0.2494583,1
29510,"St. Louis city, MO",52.85,55.7,0,158.11,335.07,0.208,22,38,33,40,1,2,2,45.9,96.63393402,14.90005398,54.29410934,4.194910526,32.68470764,40.45847321,0.251541883,4
42103,"Pike County, PA",69.1,81.23,0,98.11,382.58,0.187,6,10,6,25,2,3,2,44.8,96.6362133,20.00858803,52.43378639,0.661476925,28.10117197,34.39637089,0.270797871,4
37027,"Caldwell County, NC",55.38,86.11,0,139.82,336.75,0.172,10,21,22,30,2,2,3,45.8,96.64615377,14.40023009,60.38037364,1.044986,31.06213379,42.73478603,0.254552301,4
17037,"DeKalb County, IL",35.97,36.49,0,101.64,320,0.155,5,46,18,14,1,1,1,34.9,96.6525383,16.46642494,49.92879868,1.723352929,35.39151637,39.65158844,0.259292029,2
17111,"McHenry County, IL",29.75,44.39,0,74.52,288.37,0.155,5,46,18,14,1,1,1,31.3,96.65928141,16.55392011,49.35426458,1.429814816,33.9291865,40.74689674,0.26092721,1
42043,"Dauphin County, PA",39.05,48.92,0,103.07,247.23,0.187,6,10,6,25,1,1,2,32.4,96.66060638,14.87741661,53.40924072,1.097868741,34.22649002,35.22955513,0.248604923,2
39027,"Clinton County, OH",61.19,106.17,0,192.68,425.53,0.211,7,23,24,42,3,2,3,60.5,96.66598129,17.29297113,54.62462711,2.18098557,35.0619812,42.76652781,0.241529624,5
39055,"Geauga County, OH",46.69,51.58,0,69.5,319.56,0.211,7,23,24,42,1,1,2,31.1,96.6840229,14.74080062,50.94462585,2.512419999,31.14926004,40.75399876,0.204649203,1
12085,"Martin County, FL",66.32,57.81,0,85.51,215.04,0.161,4,24,48,13,2,2,2,26.3,96.68460693,11.78263969,74.35317688,1.48507843,28.26653786,33.74674892,0.260354444,1
55059,"Kenosha County, WI",45.5,52.47,0,118.8,324.93,0.16,21,9,16,21,1,1,2,41.8,96.68794904,16.59015601,49.38671003,1.554925237,32.37533624,39.93838446,0.251511785,3
51161,"Roanoke County, VA",38.93,41.87,0,88.23,166.93,0.164,13,22,14,20,1,1,1,24.4,96.68989563,13.78718281,59.13206863,0.864943266,28.34624863,41.16932551,0.218636523,1
8035,"Douglas County, CO",441.02,444.06,61.73,408.42,5820.11,0.146,15,8,28,11,3,3,3,21,96.70007579,19.09870572,50.23251131,4.2573843,24.74907006,43.97582626,0.237326575,1
39025,"Clermont County, OH",50.7,81.47,7.78,132.7,415.72,0.211,7,23,24,42,2,2,2,51.7,96.71372414,16.77568245,55.31923866,2.974022806,35.34292698,44.44163418,0.239383481,4
26123,"Newaygo County, MI",49.34,73,0,125.29,305.58,0.193,14,11,15,36,2,2,2,39.8,96.72000694,15.14006011,46.93207741,1.762676716,28.21141291,36.33511543,0.243203621,3
13059,"Clarke County, GA",19.26,32.88,0,73.56,301.42,0.175,8,39,42,29,1,1,1,30.2,96.72029877,16.83231068,63.35270691,1.424404562,37.44982719,41.72071266,0.27848123,1
26147,"St. Clair County, MI",68.74,56.88,9.72,119.02,302.91,0.193,14,11,15,36,2,3,2,43.5,96.72172038,15.83164997,47.22395325,4.277877887,30.10673173,38.27892794,0.238267315,3
19179,"Wapello County, IA",62.76,80.27,0,95.77,0,0.171,31,37,7,22,1,2,2,51.6,96.73212179,14.44757684,50.88501612,2.099659761,31.86447016,36.68947347,0.242008214,4
55105,"Rock County, WI",57.94,54.65,0,132.14,310.08,0.16,21,9,16,21,2,2,2,41.7,96.73395157,15.72994884,49.40882746,1.183703065,34.70891953,38.41274452,0.264589195,3
42005,"Armstrong County, PA",61.53,83.78,0,126.48,282.49,0.187,6,10,6,25,2,2,2,43.2,96.76751137,12.53679538,52.42866707,4.154925585,33.21654034,35.55008888,0.209725369,3
13217,"Newton County, GA",38.92,37.99,0,115.34,252.53,0.175,8,39,42,29,1,1,1,35.8,96.78424454,17.302001,64.29750443,1.014140517,37.22324371,42.33005905,0.277329832,2
42115,"Susquehanna County, PA",64.73,103.73,0,141.96,283.49,0.187,6,10,6,25,3,2,3,49.3,96.78888484,16.07803808,43.89134707,0.496574755,27.17594174,34.07698005,0.259340525,4
26051,"Gladwin County, MI",150.89,101.11,0,238.86,383.14,0.193,14,11,15,36,3,3,3,65,96.79629771,15.66284204,45.94984881,2.937819123,27.61762015,35.63798014,0.247926749,5
26101,"Manistee County, MI",0,150.06,0,150.43,487.07,0.193,14,11,15,36,3,1,3,64.8,96.79740779,14.38228774,47.91204166,2.060833047,25.51543268,35.9986709,0.24450153,5
17177,"Stephenson County, IL",83.11,64.7,0,137.53,267.32,0.155,5,46,18,14,2,3,2,45.9,96.80132039,15.55228074,49.30845133,1.602581183,35.06027985,37.97576904,0.261227439,4
